application_id,candidate_id,job_id,recruiter_id,applied_date,stage,closed_date
APP000814,CAND00479,JOB0013,R005,22-Aug-2024,Interview,
APP000815,CAND00480,JOB0022,R001,21/05/2024,Screening,
APP000816,CAND00481,JOB0008,R005,2024-02-18,Rejected,27-Feb-2024
APP000817,CAND00481,JOB0010,R002,14/03/2024,Rejected,18/03/2024
APP000818,CAND00482,JOB0025,R001,06/12/2024,Rejected,2025-01-30
APP000819,CAND00483,JOB0023,R001,2024-06-27,Offer,
APP000820,CAND00484,JOB0003,R004,14/04/2024,Screening,
APP000821,CAND00485,JOB0028,R003,18/05/2025,Rejected,03-Jul-2025
APP000822,CAND00485,JOB0018,R003,15-Feb-2025,Offer,
APP000823,CAND00485,JOB0005,R002,2024-10-11,Rejected,23-Oct-2024
APP000824,CAND00486,JOB0005,R003,2024-10-25,Offer,
APP000825,CAND00486,JOB0009,R003,02/05/2025,Hired,05/27/2025
APP000826,CAND00487,JOB0022,R002,2024-04-07,Rejected,21/05/2024
APP000827,CAND00487,JOB0032,R002,2024-06-17,Interview,
APP000828,CAND00488,JOB0034,R002,10-Dec-2024,Rejected,
APP000829,CAND00488,JOB0002,R002,05/15/2024,Offer,
APP000830,CAND00489,JOB0024,R002,02-Dec-2024,Screening,
APP000831,CAND00490,JOB0016,R002,2024-07-08,Rejected,2024-07-14
APP000832,CAND00490,JOB0002,R001,27-Jun-2024,Withdrawn,2024-07-23
APP000833,CAND00491,JOB0011,R002,2024-10-06,Screening,
APP000834,CAND00491,JOB0037,R002,15/05/2024,Screening,
APP000835,CAND00492,JOB0020,R003,20/09/2024,Interview,
APP000836,CAND00492,JOB0001,R001,02-Mar-2024,Screening,
APP000837,CAND00493,JOB0033,R004,01/06/2025,Applied,
APP000838,CAND00494,JOB0017,R002,26/11/2024,Interview,
APP000839,CAND00494,JOB0006,R002,02-Dec-2024,Interview,
APP000840,CAND00495,JOB0015,R005,24/02/2025,Screening,
APP000841,CAND00496,JOB0030,R004,03-May-2024,Screening,
APP000842,CAND00496,JOB0024,R003,2025-02-05,Interview,
APP000843,CAND00496,JOB0039,R003,2024-12-31,Applied,
APP000844,CAND00497,JOB0039,R002,20/11/2024,Hired,
APP000845,CAND00498,JOB0006,R005,12/08/2024,Offer,
APP000846,CAND00499,JOB0021,R003,26-May-2025,Rejected,29/05/2025
APP000847,CAND00500,JOB0026,R001,2024-02-22,Withdrawn,09/04/2024
APP000848,CAND00501,JOB0010,R004,17/03/2024,Offer,
APP000849,CAND00501,JOB0003,R004,2024-03-05,Screening,
APP000850,CAND00502,JOB0015,R002,01-Feb-2025,Rejected,03/17/2025
APP000851,CAND00502,JOB0034,R003,14/12/2024,Offer,
APP000852,CAND00502,JOB0019,R004,,Offer,
APP000853,CAND00503,JOB0025,R005,10/10/2024,Screening,
APP000854,CAND00503,JOB0037,R001,2024-06-11,Withdrawn,20/06/2024
APP000855,CAND00503,JOB0006,R003,2024-11-29,Screening,
APP000856,CAND00504,JOB0018,R001,2025-02-25,Interview,
APP000857,CAND00505,JOB0017,R004,13/11/2024,Withdrawn,2025-01-03
APP000858,CAND00505,JOB0037,R003,24/05/2024,Applied,
APP000859,CAND00506,JOB0009,R005,06/04/2025,Interview,
APP000860,CAND00506,JOB0027,R001,03/11/2024,Interview,
APP000861,CAND00506,JOB0016,R002,09-Sep-2024,Rejected,2024-09-12
APP000862,CAND00507,JOB0005,R004,08/11/2024,Interview,
APP000863,CAND00507,JOB0030,R004,2024-05-24,Interview,
APP000864,CAND00508,JOB0026,R003,2024-03-03,Screening,
APP000865,CAND00509,JOB0032,R001,2024-05-07,Hired,2024-06-09
APP000866,CAND00509,JOB0031,R003,22/04/2025,Offer,
APP000867,CAND00510,JOB0004,R002,2024-11-26,Rejected,12/29/2024
APP000868,CAND00510,JOB0028,R002,2025-06-02,Screening,
APP000869,CAND00511,JOB0006,R004,04/11/2024,Rejected,2024-12-05
APP000870,CAND00511,JOB0004,R003,10/22/2024,Rejected,2024-11-21
APP000871,CAND00512,JOB0031,R002,06/03/2025,Interview,
APP000872,CAND00512,JOB0037,R005,2024-05-11,Rejected,18/06/2024
APP000873,CAND00513,JOB0021,R003,,Withdrawn,09/26/2025
APP000874,CAND00514,JOB0021,R004,2025-05-29,Rejected,07/14/2025
APP000875,CAND00514,JOB0009,R005,2025-06-29,Interview,
APP000876,CAND00515,JOB0027,R002,28/11/2024,Offer,
APP000877,CAND00516,JOB0013,R001,2024-10-30,Offer,
APP000878,CAND00517,JOB0020,R004,24/09/2024,Rejected,04/10/2024
APP000879,CAND00518,JOB0035,R003,2024-07-31,Interview,
APP000880,CAND00519,JOB0024,R002,07/12/2024,Offer,
APP000881,CAND00519,JOB0028,R005,07/19/2025,Screening,
APP000882,CAND00520,JOB0006,R001,10/10/2024,Applied,
APP000883,CAND00521,JOB0040,R004,22/07/2024,Screening,
APP000884,CAND00521,JOB0019,R004,19/07/2025,Screening,
APP000885,CAND00522,JOB0008,R004,03/31/2024,Withdrawn,02-May-2024
APP000886,CAND00522,JOB0026,R002,08/01/2024,Rejected,01/03/2024
APP000887,CAND00523,JOB0027,R004,,Screening,
APP000888,CAND00524,JOB0034,R002,12/13/2024,Screening,
APP000889,CAND00525,JOB0036,R004,06-Jan-2025,Screening,
APP000890,CAND00526,JOB0028,R002,15/05/2025,Rejected,2025-06-11
APP000891,CAND00526,JOB0015,R005,2025-01-17,Hired,2025-01-28
APP000892,CAND00527,JOB0017,R003,2024-11-23,Screening,
APP000893,CAND00527,JOB0028,R005,2025-04-30,Offer,
APP000894,CAND00527,JOB0035,R001,17-Jun-2024,Offer,
APP000895,CAND00528,JOB0023,R002,2024-07-11,Screening,
APP000896,CAND00528,JOB0016,R001,2024-07-30,Hired,13/09/2024
APP000897,CAND00529,JOB0038,R005,2024-09-22,Screening,
APP000898,CAND00529,JOB0017,R004,07-Oct-2024,Screening,
APP000899,CAND00529,JOB0014,R001,29/10/2024,Screening,
APP000900,CAND00530,JOB0005,R003,06/11/2024,Hired,2024-12-03
APP000901,CAND00530,JOB0020,R005,23/07/2024,Rejected,2024-09-06
APP000902,CAND00530,JOB0022,R005,04/05/2024,interview,
APP000903,CAND00531,JOB0017,R001,29/09/2024,Screening,
APP000904,CAND00531,JOB0010,R002,,Rejected,2024-04-20
APP000905,CAND00532,JOB0009,R002,05/13/2025,Screening,
APP000906,CAND00532,JOB0036,R004,08/02/2025,Screening,
APP000907,CAND00532,JOB0013,R003,09/06/2024,Screening,
APP000908,CAND00533,JOB0020,R004,12/08/2024,Rejected,30/09/2024
APP000909,CAND00533,JOB0018,R005,2025-01-23,Offer,
APP000910,CAND00534,JOB0024,R002,03-Feb-2025,Rejected,2025-03-06
APP000911,CAND00535,JOB0019,R005,2025-08-12,Rejected,2025-09-25
APP000912,CAND00535,JOB0021,R002,2025-07-08,Rejected,2025-08-02
APP000913,CAND00536,JOB0008,R001,17-Feb-2024,Interview,
APP000914,CAND00537,JOB0021,R004,2025-06-13,Offer,
APP000915,CAND00537,JOB0014,R005,09/22/2024,Offer,
APP000916,CAND00538,JOB0005,R004,2024-12-23,Rejected,2025-01-21
APP000917,CAND00538,JOB0032,R003,12/06/2024,Applied,
APP000918,CAND00538,JOB0011,R004,2024-12-18,Interview,
APP000919,CAND00539,JOB0037,R002,23-Mar-2024,Rejected,13-Apr-2024
APP000920,CAND00540,JOB0003,R001,11/03/2024,Offer,
APP000921,CAND00540,JOB0027,R003,08/10/2024,Screening,
APP000922,CAND00541,JOB0032,R003,27/06/2024,Applied,
APP000923,CAND00542,JOB0008,R001,2024-04-03,Rejected,2024-04-12
APP000924,CAND00542,JOB0021,R002,2025-08-11,Hired,28-Aug-2025
APP000925,CAND00542,JOB0035,R001,2024-06-07,Rejected,2024-08-04
APP000926,CAND00543,JOB0005,R005,13-Nov-2024,Interview,
APP000927,CAND00544,JOB0011,R001,2024-10-20,Offer,
APP000928,CAND00544,JOB0038,R001,31/10/2024,Offer,
APP000929,CAND00544,JOB0031,R003,2025-06-27,Interview,
APP000930,CAND00545,JOB0006,R001,2024-10-30,Hired,2024-12-17
APP000931,CAND00546,JOB0014,R004,2024-12-06,applied,
APP000932,CAND00546,JOB0014,R004,2024-11-07,Rejected,22/11/2024
APP000933,CAND00546,JOB0034,R003,02-Dec-2024,Rejected,22-Jan-2025
APP000934,CAND00547,JOB0009,R004,07-May-2025,Rejected,03-Jun-2025
APP000935,CAND00548,JOB0005,R003,11/15/2024,Interview,
APP000936,CAND00549,JOB0010,R001,2024-05-12,Rejected,2024-07-01
APP000937,CAND00550,JOB0031,R003,2025-06-27,Interview,
APP000938,CAND00551,JOB0023,R004,12/08/2024,Screening,
APP000939,CAND00552,JOB0029,R001,31/01/2025,Interview,
APP000940,CAND00553,JOB0013,R002,11/09/2024,Screening,
APP000941,CAND00553,JOB0032,R001,15/06/2024,Interview,
APP000942,CAND00554,JOB0008,R003,2024-02-22,Rejected,2024-04-01
APP000943,CAND00555,JOB0026,R002,27-Feb-2024,Interview,
APP000944,CAND00555,JOB0018,R002,2025-02-15,Screening,
APP000945,CAND00556,JOB0019,R005,05/27/2025,Screening,
APP000946,CAND00556,JOB0020,R003,18/10/2024,Screening,
APP000947,CAND00557,JOB0030,R004,21/03/2024,Withdrawn,05/05/2024
APP000948,CAND00558,JOB0011,R005,2024-12-28,Hired,
APP000949,CAND00559,JOB0031,R001,18/04/2025,Applied,
APP000950,CAND00560,JOB0034,R002,01-Dec-2024,Screening,
APP000951,CAND00561,JOB0022,R003,05/17/2024,Interview,
APP000952,CAND00561,JOB0032,R001,12-May-2024,Interview,
APP000953,CAND00561,JOB0022,R005,26/05/2024,Rejected,22/07/2024
APP000954,CAND00562,JOB0002,R002,17/04/2024,Withdrawn,13/06/2024
APP000955,CAND00562,JOB0016,R003,2024-08-24,Hired,09/23/2024
APP000956,CAND00562,JOB0025,R003,30-Nov-2024,Screening,
APP000957,CAND00563,JOB0034,R003,20-Oct-2024,Screening,
APP000958,CAND00563,JOB0027,R001,05/10/2024,Screening,
APP000959,CAND00564,JOB0008,R003,2024-04-11,Rejected,20/05/2024
APP000960,CAND00564,JOB0010,R005,05/12/2024,Offer,
APP000961,CAND00565,JOB0011,R001,10-Nov-2024,interview,
APP000962,CAND00565,JOB0003,R005,2024-02-24,Screening,
APP000963,CAND00565,JOB0001,R001,,Interview,
APP000964,CAND00566,JOB0033,R002,08/05/2025,Withdrawn,2025-09-12
APP000965,CAND00567,JOB0013,R001,2024-09-29,Offer,
APP000966,CAND00567,JOB0023,R004,19/07/2024,Rejected,2024-08-31
APP000967,CAND00567,JOB0017,R002,22/10/2024,Offer,
APP000968,CAND00568,JOB0038,R003,2024-09-26,Hired,2024-10-11
APP000969,CAND00569,JOB0020,R005,2024-10-02,Rejected,03-Nov-2024
APP000970,CAND00570,JOB0009,R003,15/06/2025,Interview,
APP000971,CAND00571,JOB0030,R004,04/17/2024,Interview,
APP000972,CAND00572,JOB0002,R002,22/05/2024,Applied,
APP000973,CAND00572,JOB0016,R002,25/08/2024,Interview,
APP000974,CAND00573,JOB0004,R001,30/11/2024,Screening,
APP000975,CAND00574,JOB0030,R003,09-Mar-2024,Applied,
APP000976,CAND00574,JOB0022,R003,05/06/2024,Screening,
APP000977,CAND00575,JOB0008,R001,30-Apr-2024,Offer,
APP000978,CAND00576,JOB0032,R002,2024-04-27,Screening,
APP000979,CAND00576,JOB0001,R002,2024-03-28,offer,
APP000980,CAND00577,JOB0008,R002,2024-04-22,Screening,
APP000981,CAND00577,JOB0033,R001,2025-07-07,Interview,
APP000982,CAND00578,JOB0016,R005,20/08/2024,Screening,
APP000983,CAND00579,JOB0008,R001,2024-04-11,Screening,
APP000984,CAND00579,JOB0016,R005,2024-07-03,Interview,
APP000985,CAND00580,JOB0007,R003,2025-01-10,Interview,
APP000986,CAND00581,JOB0030,R001,2024-04-25,Rejected,2024-05-07
APP000987,CAND00582,JOB0020,R005,26/07/2024,Offer,
APP000988,CAND00582,JOB0023,R004,2024-07-05,Interview,
APP000989,CAND00583,JOB0033,R005,2025-07-15,Screening,
APP000990,CAND00584,JOB0010,R005,2024-04-28,Offer,
APP000991,CAND00584,JOB0009,R003,05/14/2025,Rejected,28-Jun-2025
APP000992,CAND00584,JOB0031,R002,22/05/2025,Withdrawn,02-Jul-2025
APP000993,CAND00585,JOB0017,R005,2024-09-30,Hired,09/11/2024
APP000994,CAND00585,JOB0003,R002,2024-01-31,Rejected,02/13/2024
APP000995,CAND00586,JOB0021,R002,2025-06-13,Withdrawn,06-Aug-2025
APP000996,CAND00586,JOB0025,R005,2024-11-02,Rejected,08-Nov-2024
APP000997,CAND00587,JOB0024,R001,01/31/2025,Offer,
APP000998,CAND00587,JOB0029,R005,14/02/2025,Screening,
APP000999,CAND00588,JOB0029,R002,24-Mar-2025,Screening,
APP001000,CAND00588,JOB0034,R001,22/10/2024,Applied,
APP001001,CAND00589,JOB0003,R004,14/02/2024,Rejected,2024-03-11
APP001002,CAND00590,JOB0034,R002,30/11/2024,Screening,
APP001003,CAND00590,JOB0023,R005,02-Aug-2024,Offer,
APP001004,CAND00590,JOB0029,R001,20/02/2025,Offer,
APP001005,CAND00591,JOB0020,R002,2024-08-03,Screening,
APP001006,CAND00591,JOB0002,R003,2024-04-27,Rejected,18-May-2024
APP001007,CAND00592,JOB0019,R002,05-Jun-2025,Interview,
APP001008,CAND00593,JOB0020,R005,11/09/2024,Offer,
APP001009,CAND00593,JOB0031,R001,2025-05-07,Offer,
APP001010,CAND00594,JOB0004,R003,10/28/2024,Screening,
APP001011,CAND00595,JOB0016,R005,08/14/2024,Applied,
APP001012,CAND00596,JOB0023,R005,06/27/2024,Rejected,07/08/2024
APP001013,CAND00597,JOB0018,R004,19/12/2024,Screening,
APP001014,CAND00598,JOB0031,R002,,Rejected,10-Jul-2025
APP001015,CAND00598,JOB0013,R004,12/10/2024,Offer,
APP001016,CAND00599,JOB0031,R004,10/04/2025,Interview,
APP001017,CAND00599,JOB0028,R004,2025-07-08,Screening,
APP001018,CAND00600,JOB0023,R001,2024-07-12,Interview,
APP000011,CAND00006,JOB0036,R001,2025-01-15,Offer,
APP000233,CAND00136,JOB0030,R003,24/03/2024,Screening,
APP000423,CAND00256,JOB0002,R005,2024-05-02,Rejected,05/22/2024
APP000766,CAND00453,JOB0022,R001,2024-04-28,Interview,
APP000771,CAND00456,JOB0023,R002,2024-08-12,Applied,
APP000910,CAND00534,JOB0024,R002,03-Feb-2025,Rejected,2025-03-06
APP000828,CAND00488,JOB0034,R002,10-Dec-2024,Rejected,
APP000813,CAND00478,JOB0039,R001,20/11/2024,Rejected,23-Nov-2024
APP000550,CAND00329,JOB0018,R001,2025-02-22,Withdrawn,09-Apr-2025
APP000582,CAND00349,JOB0040,R001,01/08/2024,Screening,
APP000047,CAND00029,JOB0035,R005,2024-07-31,Offer,
APP001015,CAND00598,JOB0013,R004,12/10/2024,Offer,
APP000822,CAND00485,JOB0018,R003,15-Feb-2025,Offer,
APP000016,CAND00010,JOB0028,R003,03-Jun-2025,Rejected,2025-06-14
APP000895,CAND00528,JOB0023,R002,2024-07-11,Screening,
APP000738,CAND00438,JOB0023,R002,03/09/2024,Interview,
APP000256,CAND00146,JOB0038,R003,18/10/2024,offer,
APP000833,CAND00491,JOB0011,R002,2024-10-06,Screening,
APP000059,CAND00037,JOB0018,R002,11/01/2025,Offer,
APP000079,CAND00049,JOB0010,R004,13/05/2024,Rejected,27-May-2024
APP000130,CAND00078,JOB0004,R001,28-Dec-2024,Screening,
APP000450,CAND00273,JOB0040,R005,10/07/2024,Rejected,
APP000185,CAND00110,JOB0034,R004,2024-10-16,Interview,
APP000290,CAND00168,JOB0003,R005,2024-02-21,Applied,
APP000045,CAND00028,JOB0034,R004,13/10/2024,Interview,
